[24/06/2021 - 17:52:22] - ANTIXITER: Kauan_Santos[0] parece estar usando auto cbug, /tvon nele rápido!
[15/07/2021 - 03:36:58] - ANTIXITER: Mudinho_FPSx[28] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:36:58] - ANTIXITER: Mudinho_FPSx[28] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:36:58] - ANTIXITER: Mudinho_FPSx[28] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:36:58] - ANTIXITER: Mudinho_FPSx[28] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:38:40] - ANTIXITER: |AVISO[14]| alemao_noguira(8) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 03:42:44] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:44:28] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:45:49] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:45:49] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:50:20] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:50:20] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 03:50:20] - ANTIXITER: HARlDADE[14] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:07:20] - ANTIXITER: |AVISO[3]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:07:24] - ANTIXITER: |AVISO[4]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:07:52] - ANTIXITER: |AVISO[5]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:07:52] - ANTIXITER: |AVISO[6]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:07:52] - ANTIXITER: |AVISO[6]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:07:52] - ANTIXITER: |AVISO[7]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:07:52] - ANTIXITER: |AVISO[7]| (83) Está com suspeita de Aimbot(Hit with Random Aim with ´)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[8]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[9]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[9]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[10]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[10]| (83) Está com suspeita de Aimbot(Hit with Random Aim with )
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[11]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:09] - ANTIXITER: |AVISO[11]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:10] - ANTIXITER: |AVISO[12]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:08:10] - ANTIXITER: |AVISO[13]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:10] - ANTIXITER: |AVISO[13]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:10] - ANTIXITER: |AVISO[13]| (83) Está com suspeita de Aimbot(Hit with Random Aim with ¾)
[15/07/2021 - 04:08:10] - ANTIXITER: |AVISO[14]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:08:11] - ANTIXITER: |AVISO[15]| SuecoX_FPSx(1) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[15/07/2021 - 04:08:11] - ANTIXITER: |AVISO[15]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:08:11] - ANTIXITER: |AVISO[15]| SuecoX_FPSx(1) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:41:25] - ANTIXITER: |AVISO[1]| Haridade(4) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 04:43:40] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:40] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:40] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:40] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:40] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:41] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:41] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:41] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:42] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:42] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:42] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:47] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:43:55] - ANTIXITER: |AVISO[4]| POZE_DO_RODO(14) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:43:55] - ANTIXITER: |AVISO[4]| POZE_DO_RODO(14) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:43:56] - ANTIXITER: |AVISO[5]| (80) Está com suspeita de Aimbot(Hit with Random Aim with ·)
[15/07/2021 - 04:43:56] - ANTIXITER: |AVISO[6]| POZE_DO_RODO(14) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:43:56] - ANTIXITER: |AVISO[6]| POZE_DO_RODO(14) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:03] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:04] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:04] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:04] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:04] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:04] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:05] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:05] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:05] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:05] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:05] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 04:47:06] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:02:24] - ANTIXITER: HARlDADE[12] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:03:58] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:03:58] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:03:59] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:03:59] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:00] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:00] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:00] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:01] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:01] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:04:01] - ANTIXITER: TZ_SAMP[22] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:05:52] - ANTIXITER: |AVISO[5]| (84) Está com suspeita de Aimbot(Hit with Random Aim with )
[15/07/2021 - 05:05:53] - ANTIXITER: |AVISO[6]| (84) Está com suspeita de Aimbot(Hit with Random Aim with J)
[15/07/2021 - 05:05:54] - ANTIXITER: |AVISO[7]| (84) Está com suspeita de Aimbot(Hit with Random Aim with þ)
[15/07/2021 - 05:05:55] - ANTIXITER: |AVISO[8]| (84) Está com suspeita de Aimbot(Hit with Random Aim with )
[15/07/2021 - 05:07:35] - ANTIXITER: |AVISO[9]| Trax_JK(26) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 05:32:58] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:32:58] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:25] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:25] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:25] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:27] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:27] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:27] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:27] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:27] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:34:28] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:35:36] - ANTIXITER: |AVISO[1]| POZE_DO_RODO(5) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 05:36:02] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:02] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:03] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:04] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:05] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:06] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:06] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:06] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:11] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:36:16] - ANTIXITER: |AVISO[2]| POZE_DO_RODO(5) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 05:55:59] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:01] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:01] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:01] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:01] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:03] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:05] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:05] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:05] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:08] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:08] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:09] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:09] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:10] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:10] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 05:56:10] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:00:14] - ANTIXITER: |AVISO[1]| texugo_gg(4) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 06:09:14] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:09:14] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:09:14] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:12:54] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:12:54] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:12:54] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:15:07] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:15:07] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:16:14] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:32:07] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:32:07] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:46] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:46] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:46] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:46] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:47] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:47] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:39:47] - ANTIXITER: TZ_SAMP[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 06:49:36] - ANTIXITER: |AVISO[1]| TZ_SAMP(1) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 08:11:14] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:14] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:14] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:15] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:15] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:15] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:11:15] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:13:02] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:13:02] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:13:02] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:13:32] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:15:42] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:16:14] - ANTIXITER: |AVISO[1]| Markola(0) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 08:18:14] - ANTIXITER: |AVISO[1]| DK_BERLIN(2) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 08:18:17] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:17] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:17] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:17] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:20] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:20] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:20] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:20] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:20] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:46] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:46] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:46] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:18:46] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:25:36] - ANTIXITER: |AVISO[2]| Markola(0) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 08:25:37] - ANTIXITER: |AVISO[3]| Markola(0) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 08:33:41] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:33:53] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:33:54] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:33:54] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:34:52] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:34:53] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:35:43] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 08:35:50] - ANTIXITER: HARlDADE[15] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 13:00:11] - ANTIXITER: Alex_souza_FPS[1] parece estar usando auto cbug, /tvon nele rápido!
[15/07/2021 - 13:53:01] - ANTIXITER: FX_baiano[1] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 13:53:11] - ANTIXITER: |AVISO[2]| Du_Hype(4) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:42:28] - ANTIXITER: Borges_Escobar[13] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:43:17] - ANTIXITER: KINGZIN.Fe[6] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:43:17] - ANTIXITER: KINGZIN.Fe[6] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:43:33] - ANTIXITER: Bota_Fogo[19] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:43:33] - ANTIXITER: Bota_Fogo[19] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:43:33] - ANTIXITER: Bota_Fogo[19] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:45:31] - ANTIXITER: texugo_gg[2] parece estar usando auto cbug, /tvon nele rápido!
[15/07/2021 - 15:46:20] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:20] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:20] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:20] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:24] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:24] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:24] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:24] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:46:25] - ANTIXITER: texugo_gg[2] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 15:47:04] - ANTIXITER: |AVISO[1]| KINGZIN.Fe(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 15:47:04] - ANTIXITER: |AVISO[1]| KINGZIN.Fe(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[15/07/2021 - 17:30:11] - ANTIXITER: |AVISO[1]| TZ_SAMP(34) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 17:30:12] - ANTIXITER: |AVISO[2]| TZ_SAMP(34) disparou 10 tiros continuamente com a arma: M4(31)
[15/07/2021 - 17:30:12] - ANTIXITER: TZ_SAMP[34] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 17:30:12] - ANTIXITER: TZ_SAMP[34] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 17:30:12] - ANTIXITER: TZ_SAMP[34] suspeito de rapid fire, /tvon nele rápido!
[15/07/2021 - 17:30:16] - ANTIXITER: TZ_SAMP[34] suspeito de rapid fire, /tvon nele rápido!
